{7.852669};;;54941;;54941
{11.17414};;;55.05;;55.05
{14.49562};;;55159;;55159
{17.94011};;;55269;;55269
{21.26158};;;55375;;55375
{24.58305};;;55484;;55484
{28.02754};;;55594;;55594
{31.34901};;;55703;;55703
{34.67049};;;55812;;55812
{38.11497};;;55922;;55922
{41.43644};;;56031;;56031
{44.75791};;;56141;;56141
{48.20265};;;56.25;;56.25
{51.52498};;;56361;;56361
{54.97010};;;56.47;;56.47
{58.29125};;;56.58;;56.58
{61.61386};;;56689;;56689
{65.06030};;;56798;;56798
{68.38122};;;56908;;56908
{71.70522};;;57017;;57017
{75.15343};;;57127;;57127
{78.47614};;;57236;;57236
{81.81896};;;57344;;57344
{85.27824};;;57444;;57444
{88.62843};;;57553;;57553
{92.06551};;;57663;;57663
{91.27659};;;57772;;57772
{87.89449};;;57882;;57882
{84.55544};;;57993;;57993
{81.08941};;;58102;;58102
{77.75146};;;58212;;58212
{74.30689};;;58313;;58313
{70.98097};;;58423;;58423
{67.65803};;;58532;;58532
{64.21371};;;58641;;58641
{60.89017};;;58751;;58751
{57.56799};;;58866;;58866
{54.12379};;;58975;;58975
{50.80148};;;59085;;59085
{47.47927};;;59194;;59194
{44.03463};;;59301;;59301
{40.71316};;;59407;;59407
{37.39170};;;59517;;59517
{33.94721};;;59626;;59626
{30.62574};;;59735;;59735
{27.30426};;;59845;;59845
{23.85977};;;59954;;59954
{20.53830};;;60063;;60063
{17.21683};;;60173;;60173
{13.77234};;;60275;;60275
{10.45086};;;60376;;60376
{7.129392};;;60475;;60475
{3.684902};;;60584;;60584
{3.634291};;;60693;;60693
{-2.958044};;;60803;;60803
{-6.402534};;;60912;;60912
{-9.724007};;;61022;;61022
{-13.04548};;;61131;;61131
{-16.48997};;;61.24;;61.24
{-19.81144};;;61.34;;61.34
{-23.13292};;;61.45;;61.45
{-26.57741};;;61559;;61559
{-29.89888};;;61669;;61669
{-33.34337};;;61778;;61778
{-36.66484};;;61887;;61887
{-39.98631};;;61997;;61997
{-43.43079};;;62106;;62106
{-46.75234};;;62217;;62217
{-50.07441};;;62324;;62324
{-53.51986};;;62433;;62433
{-56.84121};;;62542;;62542
{-60.28605};;;62652;;62652
{-63.60954};;;62761;;62761
{-66.93138};;;62871;;62871
{-70.37648};;;62.98;;62.98
{-73.70248};;;63089;;63089
{-77.02417};;;63199;;63199
{-80.48075};;;63309;;63309
{-83.82743};;;63418;;63418
{-87.15773};;;63519;;63519
{-90.64018};;;63628;;63628
{-92.82176};;;63737;;63737
{-89.47085};;;63847;;63847
{-85.99042};;;63956;;63956
{-82.66100};;;64065;;64065
{-79.31416};;;64175;;64175
{-75.86507};;;64288;;64288
{-72.54138};;;64389;;64389
{-69.09320};;;64498;;64498
{-65.77221};;;64608;;64608
{-62.44931};;;64717;;64717
{-59.00321};;;64827;;64827
{-55.68192};;;64936;;64936
{-52.36013};;;65045;;65045
{-48.91467};;;65155;;65155
{-45.59283};;;65264;;65264
{-42.27134};;;65367;;65367
{-38.82686};;;65477;;65477
{-35.50539};;;65586;;65586
{-32.18391};;;65696;;65696
{-28.73943};;;65805;;65805
{-25.41795};;;65914;;65914
{-22.09648};;;66024;;66024
{-18.65199};;;66133;;66133
{-15.33052};;;66243;;66243
{-12.00904};;;66345;;66345
{-8.564552};;;66454;;66454
{-5.243080};;;66563;;66563
{-1.921607};;;;;
{1.522883};;;;;
{4.844356};;;;;
{8.165829};;;;;
{11.61032};;;;;
{14.93179};;;;;
{18.25327};;;;;
{21.69776};;;;;
{25.01923};;;;;
{28.34070};;;;;
{31.78519};;;;;
{35.10666};;;;;
{38.42813};;;;;
{41.87261};;;;;
{45.19410};;;;;
{48.51587};;;;;
{51.96129};;;;;
{55.28325};;;;;
{58.72746};;;;;
{62.05032};;;;;
{65.37350};;;;;
{68.81743};;;;;
{72.14204};;;;;
{75.46653};;;;;
{78.91373};;;;;
{82.25896};;;;;
{85.59127};;;;;
{89.06953};;;;;
{92.50597};;;;;
{90.94227};;;;;
{87.45203};;;;;
{84.11888};;;;;
{80.77368};;;;;
{77.31493};;;;;
{73.99348};;;;;
{70.54430};;;;;
{67.22197};;;;;
{63.90039};;;;;
{60.45378};;;;;
{57.13186};;;;;
{53.81059};;;;;
{50.36518};;;;;
{47.04305};;;;;
{43.59845};;;;;
{40.27699};;;;;
{36.95552};;;;;
{33.51103};;;;;
{30.18956};;;;;
{26.86809};;;;;
{23.42360};;;;;
{20.10212};;;;;
{16.78065};;;;;
{13.33616};;;;;
{10.01469};;;;;
{6.693215};;;;;
{3.248725};;;;;
{-7.274803};;;;;
{-3.517238};;;;;
{-6.838711};;;;;
{-10.16018};;;;;
{-13.60467};;;;;
{-16.92615};;;;;
{-20.24762};;;;;
{-23.69211};;;;;
{-27.01358};;;;;
{-30.33506};;;;;
{-33.77954};;;;;
{-37.10102};;;;;
{-40.42248};;;;;
{-43.86697};;;;;
{-47.18856};;;;;
{-50.51072};;;;;
{-53.95611};;;;;
{-57.27734};;;;;
{-60.59935};;;;;
{-64.04596};;;;;
{-67.36742};;;;;
{-70.68996};;;;;
{-74.13910};;;;;
{-77.46051};;;;;
{-80.79633};;;;;
{-84.26462};;;;;
{-87.59949};;;;;
{-91.09636};;;;;
{-92.47515};;;;;
{-89.03176};;;;;
{-85.55378};;;;;
{-82.22119};;;;;
{-78.87613};;;;;
{-75.42908};;;;;
{-72.10454};;;;;
{-68.77997};;;;;
{-65.33604};;;;;
{-62.01284};;;;;
{-58.69001};;;;;
{-55.24579};;;;;
{-51.92382};;;;;
{-48.60145};;;;;
{-45.15664};;;;;
{-41.83516};;;;;
{-38.51370};;;;;
{-35.06921};;;;;
{-31.74774};;;;;
{-28.42627};;;;;
{-24.98178};;;;;
{-21.66030};;;;;
{-18.33883};;;;;
{-14.89434};;;;;
{-11.57287};;;;;
{-8.251393};;;;;
{-4.806903};;;;;
{-1.485430};;;;;
{1.836043};;;;;
{5.280533};;;;;
{8.602006};;;;;
{11.92348};;;;;
{15.36797};;;;;
{18.68944};;;;;
{22.13393};;;;;
{25.45541};;;;;
{28.77688};;;;;
{32.22137};;;;;
{35.54284};;;;;
{38.86431};;;;;
{42.30879};;;;;
{45.63028};;;;;
{48.95213};;;;;
{52.39759};;;;;
{55.71937};;;;;
{59.04066};;;;;
{62.48679};;;;;
{65.80965};;;;;
{69.13067};;;;;
{72.57890};;;;;
{75.90252};;;;;
{79.22819};;;;;
{82.69874};;;;;
{86.02798};;;;;
{89.38493};;;;;
{92.83362};;;;;
{90.49077};;;;;
{87.13502};;;;;
{83.68138};;;;;
{80.33420};;;;;
{77.00168};;;;;
{73.55681};;;;;
{70.23085};;;;;
{66.78593};;;;;
{63.34085};;;;;
{60.01743};;;;;
{56.57273};;;;;
{53.25130};;;;;
{49.92888};;;;;
{46.48381};;;;;
{43.16228};;;;;
{39.84081};;;;;
